NUM_KERNELS 5
FC1_SIZE 845
FC2_SIZE 100
Extracting /tmp/tensorflow/mnist/input_data/train-images-idx3-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/train-labels-idx1-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/t10k-images-idx3-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/t10k-labels-idx1-ubyte.gz
tf.trainable_variables [<tf.Variable 'W_conv1:0' shape=(5, 5, 1, 5) dtype=float32_ref>, <tf.Variable 'batch_normalization/gamma:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/beta:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'W_fc1:0' shape=(845, 100) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/gamma:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/beta:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'W_fc2:0' shape=(100, 10) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/gamma:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/beta:0' shape=(10,) dtype=float32_ref>]
tf.all_variables [<tf.Variable 'W_conv1:0' shape=(5, 5, 1, 5) dtype=float32_ref>, <tf.Variable 'batch_normalization/gamma:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/beta:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/moving_mean:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/moving_variance:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'W_fc1:0' shape=(845, 100) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/gamma:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/beta:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/moving_mean:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/moving_variance:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'W_fc2:0' shape=(100, 10) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/gamma:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/beta:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/moving_mean:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/moving_variance:0' shape=(10,) dtype=float32_ref>]
step 0, training accuracy 0.08, 37.0758 msec to evaluate
test accuracy 0.9731
step 82000, training accuracy 0.96, 3.09944 msec to evaluate
step 82100, training accuracy 0.98, 3.4709 msec to evaluate
step 82200, training accuracy 0.98, 3.79515 msec to evaluate
step 82300, training accuracy 0.96, 4.28891 msec to evaluate
step 82400, training accuracy 1, 3.8209 msec to evaluate
step 82500, training accuracy 1, 3.70288 msec to evaluate
step 82600, training accuracy 1, 4.95076 msec to evaluate
step 82700, training accuracy 0.94, 3.52931 msec to evaluate
step 82800, training accuracy 1, 4.36163 msec to evaluate
step 82900, training accuracy 1, 3.63445 msec to evaluate
test accuracy 0.9708
step 83000, training accuracy 1, 3.11732 msec to evaluate
step 83100, training accuracy 1, 4.41861 msec to evaluate
step 83200, training accuracy 1, 4.65345 msec to evaluate
step 83300, training accuracy 0.96, 4.36354 msec to evaluate
step 83400, training accuracy 0.98, 4.50039 msec to evaluate
step 83500, training accuracy 1, 5.60379 msec to evaluate
step 83600, training accuracy 0.98, 3.41153 msec to evaluate
step 83700, training accuracy 1, 4.25625 msec to evaluate
step 83800, training accuracy 1, 3.36242 msec to evaluate
step 83900, training accuracy 1, 4.04978 msec to evaluate
test accuracy 0.9689
step 84000, training accuracy 0.96, 3.13663 msec to evaluate
step 84100, training accuracy 1, 4.4899 msec to evaluate
step 84200, training accuracy 0.98, 3.99137 msec to evaluate
step 84300, training accuracy 1, 4.14515 msec to evaluate
step 84400, training accuracy 1, 4.58646 msec to evaluate
step 84500, training accuracy 1, 4.25482 msec to evaluate
step 84600, training accuracy 1, 3.87645 msec to evaluate
step 84700, training accuracy 1, 3.99685 msec to evaluate
step 84800, training accuracy 1, 4.00257 msec to evaluate
step 84900, training accuracy 0.98, 3.63278 msec to evaluate
test accuracy 0.9688
step 85000, training accuracy 1, 4.35519 msec to evaluate
step 85100, training accuracy 0.98, 3.96919 msec to evaluate
step 85200, training accuracy 0.98, 3.74913 msec to evaluate
step 85300, training accuracy 0.98, 4.04906 msec to evaluate
step 85400, training accuracy 1, 4.04596 msec to evaluate
step 85500, training accuracy 1, 4.56643 msec to evaluate
step 85600, training accuracy 0.98, 3.69811 msec to evaluate
step 85700, training accuracy 0.96, 3.9537 msec to evaluate
step 85800, training accuracy 0.98, 4.13704 msec to evaluate
step 85900, training accuracy 0.98, 3.91579 msec to evaluate
test accuracy 0.9749
step 86000, training accuracy 0.98, 4.01878 msec to evaluate
step 86100, training accuracy 1, 3.81279 msec to evaluate
step 86200, training accuracy 1, 4.2088 msec to evaluate
step 86300, training accuracy 1, 3.83615 msec to evaluate
step 86400, training accuracy 1, 4.07982 msec to evaluate
step 86500, training accuracy 0.98, 4.00329 msec to evaluate
step 86600, training accuracy 0.98, 3.7632 msec to evaluate
step 86700, training accuracy 1, 4.33111 msec to evaluate
step 86800, training accuracy 0.98, 3.59178 msec to evaluate
step 86900, training accuracy 1, 3.99852 msec to evaluate
test accuracy 0.9695
step 87000, training accuracy 0.98, 3.40462 msec to evaluate
step 87100, training accuracy 0.98, 4.37784 msec to evaluate
step 87200, training accuracy 1, 4.07481 msec to evaluate
step 87300, training accuracy 0.98, 3.9494 msec to evaluate
step 87400, training accuracy 0.98, 3.9103 msec to evaluate
step 87500, training accuracy 0.98, 4.01282 msec to evaluate
step 87600, training accuracy 0.98, 3.92246 msec to evaluate
step 87700, training accuracy 0.98, 3.80993 msec to evaluate
step 87800, training accuracy 0.98, 4.3838 msec to evaluate
step 87900, training accuracy 0.98, 3.47424 msec to evaluate
test accuracy 0.9741
step 88000, training accuracy 0.98, 3.68881 msec to evaluate
step 88100, training accuracy 0.98, 4.48155 msec to evaluate
step 88200, training accuracy 0.98, 3.84974 msec to evaluate
step 88300, training accuracy 1, 3.83925 msec to evaluate
step 88400, training accuracy 0.96, 3.70049 msec to evaluate
step 88500, training accuracy 0.98, 5.02896 msec to evaluate
step 88600, training accuracy 0.98, 4.25577 msec to evaluate
step 88700, training accuracy 1, 3.26753 msec to evaluate
step 88800, training accuracy 0.98, 4.3633 msec to evaluate
step 88900, training accuracy 0.94, 4.22192 msec to evaluate
test accuracy 0.9612
step 89000, training accuracy 0.98, 3.84831 msec to evaluate
step 89100, training accuracy 0.94, 3.46637 msec to evaluate
step 89200, training accuracy 0.96, 4.33111 msec to evaluate
step 89300, training accuracy 0.96, 4.09532 msec to evaluate
step 89400, training accuracy 0.98, 3.6366 msec to evaluate
step 89500, training accuracy 1, 4.28271 msec to evaluate
step 89600, training accuracy 1, 4.41432 msec to evaluate
step 89700, training accuracy 1, 4.23765 msec to evaluate
step 89800, training accuracy 0.96, 4.40359 msec to evaluate
step 89900, training accuracy 1, 4.04382 msec to evaluate
test accuracy 0.9675
step 90000, training accuracy 0.96, 4.2944 msec to evaluate
step 90100, training accuracy 0.98, 3.95107 msec to evaluate
step 90200, training accuracy 0.98, 3.50928 msec to evaluate
step 90300, training accuracy 0.98, 4.00186 msec to evaluate
step 90400, training accuracy 1, 3.87549 msec to evaluate
step 90500, training accuracy 0.98, 3.61943 msec to evaluate
step 90600, training accuracy 0.92, 3.86691 msec to evaluate
step 90700, training accuracy 1, 4.70734 msec to evaluate
step 90800, training accuracy 1, 4.03714 msec to evaluate
step 90900, training accuracy 1, 3.75342 msec to evaluate
test accuracy 0.9634
step 91000, training accuracy 1, 3.65949 msec to evaluate
step 91100, training accuracy 0.98, 4.4167 msec to evaluate
step 91200, training accuracy 1, 4.45104 msec to evaluate
step 91300, training accuracy 1, 3.15022 msec to evaluate
step 91400, training accuracy 1, 3.46708 msec to evaluate
step 91500, training accuracy 1, 3.84212 msec to evaluate
step 91600, training accuracy 0.98, 3.64399 msec to evaluate
step 91700, training accuracy 0.96, 3.9916 msec to evaluate
step 91800, training accuracy 1, 3.99399 msec to evaluate
step 91900, training accuracy 1, 4.02737 msec to evaluate
test accuracy 0.961
step 92000, training accuracy 1, 4.43935 msec to evaluate
step 92100, training accuracy 0.94, 4.40407 msec to evaluate
step 92200, training accuracy 1, 3.66259 msec to evaluate
step 92300, training accuracy 1, 3.64256 msec to evaluate
step 92400, training accuracy 1, 3.2084 msec to evaluate
step 92500, training accuracy 1, 4.36664 msec to evaluate
step 92600, training accuracy 1, 4.23026 msec to evaluate
step 92700, training accuracy 0.96, 4.27341 msec to evaluate
step 92800, training accuracy 0.92, 4.25148 msec to evaluate
step 92900, training accuracy 0.94, 4.13847 msec to evaluate
test accuracy 0.9718
step 93000, training accuracy 0.98, 5.14555 msec to evaluate
step 93100, training accuracy 0.98, 3.50094 msec to evaluate
step 93200, training accuracy 0.98, 4.48227 msec to evaluate
step 93300, training accuracy 0.94, 4.10223 msec to evaluate
step 93400, training accuracy 0.96, 4.51446 msec to evaluate
step 93500, training accuracy 0.96, 3.48997 msec to evaluate
step 93600, training accuracy 1, 3.49998 msec to evaluate
step 93700, training accuracy 0.96, 4.22573 msec to evaluate
step 93800, training accuracy 1, 3.99137 msec to evaluate
step 93900, training accuracy 1, 4.30632 msec to evaluate
test accuracy 0.9666
step 94000, training accuracy 1, 3.53193 msec to evaluate
step 94100, training accuracy 0.98, 4.20713 msec to evaluate
step 94200, training accuracy 0.94, 3.79109 msec to evaluate
step 94300, training accuracy 1, 4.076 msec to evaluate
step 94400, training accuracy 1, 3.89838 msec to evaluate
step 94500, training accuracy 0.98, 3.85404 msec to evaluate
step 94600, training accuracy 0.98, 7.25436 msec to evaluate
step 94700, training accuracy 0.98, 4.23121 msec to evaluate
step 94800, training accuracy 1, 3.64923 msec to evaluate
step 94900, training accuracy 0.96, 3.59273 msec to evaluate
test accuracy 0.9634
step 95000, training accuracy 0.96, 3.8588 msec to evaluate
step 95100, training accuracy 1, 3.81255 msec to evaluate
step 95200, training accuracy 1, 4.01139 msec to evaluate
step 95300, training accuracy 1, 4.28319 msec to evaluate
step 95400, training accuracy 0.98, 3.62945 msec to evaluate
step 95500, training accuracy 0.98, 4.20785 msec to evaluate
step 95600, training accuracy 0.98, 3.88575 msec to evaluate
step 95700, training accuracy 0.98, 3.84474 msec to evaluate
step 95800, training accuracy 1, 3.57795 msec to evaluate
step 95900, training accuracy 0.96, 3.76463 msec to evaluate
test accuracy 0.9665
step 96000, training accuracy 0.98, 4.45175 msec to evaluate
step 96100, training accuracy 1, 5.05733 msec to evaluate
step 96200, training accuracy 0.98, 3.96872 msec to evaluate
step 96300, training accuracy 1, 3.8898 msec to evaluate
step 96400, training accuracy 1, 4.47083 msec to evaluate
step 96500, training accuracy 1, 3.85022 msec to evaluate
step 96600, training accuracy 0.98, 4.33469 msec to evaluate
step 96700, training accuracy 0.96, 4.71163 msec to evaluate
step 96800, training accuracy 0.98, 3.33023 msec to evaluate
step 96900, training accuracy 0.98, 3.96252 msec to evaluate
test accuracy 0.9676
step 97000, training accuracy 0.98, 4.93145 msec to evaluate
step 97100, training accuracy 0.98, 4.22049 msec to evaluate
step 97200, training accuracy 1, 3.82137 msec to evaluate
step 97300, training accuracy 1, 3.757 msec to evaluate
step 97400, training accuracy 0.98, 3.57437 msec to evaluate
step 97500, training accuracy 0.96, 3.86667 msec to evaluate
step 97600, training accuracy 1, 4.22072 msec to evaluate
step 97700, training accuracy 1, 5.59545 msec to evaluate
step 97800, training accuracy 0.94, 4.0772 msec to evaluate
step 97900, training accuracy 0.98, 2.93374 msec to evaluate
test accuracy 0.9692
step 98000, training accuracy 1, 4.19855 msec to evaluate
step 98100, training accuracy 1, 4.35615 msec to evaluate
step 98200, training accuracy 1, 3.80516 msec to evaluate
step 98300, training accuracy 0.94, 3.67069 msec to evaluate
step 98400, training accuracy 0.98, 3.81207 msec to evaluate
step 98500, training accuracy 1, 3.46494 msec to evaluate
step 98600, training accuracy 1, 3.81398 msec to evaluate
step 98700, training accuracy 1, 4.12869 msec to evaluate
step 98800, training accuracy 1, 3.88002 msec to evaluate
step 98900, training accuracy 1, 4.18377 msec to evaluate
test accuracy 0.9686
step 99000, training accuracy 0.96, 3.64351 msec to evaluate
step 99100, training accuracy 0.96, 3.81899 msec to evaluate
step 99200, training accuracy 0.98, 4.66228 msec to evaluate
step 99300, training accuracy 0.98, 3.95846 msec to evaluate
step 99400, training accuracy 1, 4.03404 msec to evaluate
step 99500, training accuracy 0.98, 4.2119 msec to evaluate
step 99600, training accuracy 0.96, 4.65178 msec to evaluate
step 99700, training accuracy 0.98, 3.9444 msec to evaluate
step 99800, training accuracy 0.98, 3.74103 msec to evaluate
step 99900, training accuracy 0.98, 3.87573 msec to evaluate
test accuracy 0.9699
Training finished. Saving variables.
saving W_conv1.txt
saving batch_normalization_gamma.txt
saving batch_normalization_beta.txt
saving W_fc1.txt
saving batch_normalization_1_gamma.txt
saving batch_normalization_1_beta.txt
saving W_fc2.txt
saving batch_normalization_2_gamma.txt
saving batch_normalization_2_beta.txt
