NUM_KERNELS 5
FC1_SIZE 845
FC2_SIZE 100
Extracting /tmp/tensorflow/mnist/input_data/train-images-idx3-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/train-labels-idx1-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/t10k-images-idx3-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/t10k-labels-idx1-ubyte.gz
tf.trainable_variables [<tf.Variable 'W_conv1:0' shape=(5, 5, 1, 5) dtype=float32_ref>, <tf.Variable 'batch_normalization/gamma:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/beta:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'W_fc1:0' shape=(845, 100) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/gamma:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/beta:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'W_fc2:0' shape=(100, 10) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/gamma:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/beta:0' shape=(10,) dtype=float32_ref>]
tf.all_variables [<tf.Variable 'W_conv1:0' shape=(5, 5, 1, 5) dtype=float32_ref>, <tf.Variable 'batch_normalization/gamma:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/beta:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/moving_mean:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/moving_variance:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'W_fc1:0' shape=(845, 100) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/gamma:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/beta:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/moving_mean:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/moving_variance:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'W_fc2:0' shape=(100, 10) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/gamma:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/beta:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/moving_mean:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/moving_variance:0' shape=(10,) dtype=float32_ref>]
step 0, training accuracy 0.14, 36.5701 msec to evaluate
step 81900, training accuracy 1, 4.03214 msec to evaluate
test accuracy 0.9681
step 82000, training accuracy 0.92, 3.85976 msec to evaluate
step 82100, training accuracy 0.98, 4.43411 msec to evaluate
step 82200, training accuracy 0.96, 4.14705 msec to evaluate
step 82300, training accuracy 1, 3.84665 msec to evaluate
step 82400, training accuracy 0.94, 3.90625 msec to evaluate
step 82500, training accuracy 1, 3.92008 msec to evaluate
step 82600, training accuracy 1, 5.00131 msec to evaluate
step 82700, training accuracy 0.98, 6.79111 msec to evaluate
step 82800, training accuracy 0.98, 3.69644 msec to evaluate
step 82900, training accuracy 0.96, 3.73769 msec to evaluate
test accuracy 0.9723
step 83000, training accuracy 1, 3.65567 msec to evaluate
step 83100, training accuracy 1, 4.50039 msec to evaluate
step 83200, training accuracy 1, 4.61173 msec to evaluate
step 83300, training accuracy 0.98, 3.74413 msec to evaluate
step 83400, training accuracy 1, 3.51691 msec to evaluate
step 83500, training accuracy 0.96, 4.44937 msec to evaluate
step 83600, training accuracy 0.96, 8.85081 msec to evaluate
step 83700, training accuracy 0.96, 3.70574 msec to evaluate
step 83800, training accuracy 0.98, 4.02498 msec to evaluate
step 83900, training accuracy 0.96, 4.04334 msec to evaluate
test accuracy 0.9703
step 84000, training accuracy 1, 3.75485 msec to evaluate
step 84100, training accuracy 0.9, 3.94988 msec to evaluate
step 84200, training accuracy 1, 4.3447 msec to evaluate
step 84300, training accuracy 0.98, 4.10414 msec to evaluate
step 84400, training accuracy 0.98, 3.71695 msec to evaluate
step 84500, training accuracy 0.98, 3.70431 msec to evaluate
step 84600, training accuracy 0.98, 4.9727 msec to evaluate
step 84700, training accuracy 0.96, 5.79286 msec to evaluate
step 84800, training accuracy 0.98, 4.03452 msec to evaluate
step 84900, training accuracy 1, 3.86 msec to evaluate
test accuracy 0.9685
step 85000, training accuracy 1, 4.66347 msec to evaluate
step 85100, training accuracy 1, 4.16803 msec to evaluate
step 85200, training accuracy 0.98, 4.34971 msec to evaluate
step 85300, training accuracy 1, 4.05407 msec to evaluate
step 85400, training accuracy 0.98, 3.87549 msec to evaluate
step 85500, training accuracy 0.98, 3.80373 msec to evaluate
step 85600, training accuracy 1, 5.18298 msec to evaluate
step 85700, training accuracy 0.96, 4.37593 msec to evaluate
step 85800, training accuracy 0.94, 3.25823 msec to evaluate
step 85900, training accuracy 1, 3.90649 msec to evaluate
test accuracy 0.9671
step 86000, training accuracy 1, 3.51906 msec to evaluate
step 86100, training accuracy 0.98, 3.99256 msec to evaluate
step 86200, training accuracy 0.92, 4.4415 msec to evaluate
step 86300, training accuracy 0.98, 3.84617 msec to evaluate
step 86400, training accuracy 1, 3.86786 msec to evaluate
step 86500, training accuracy 0.94, 4.14014 msec to evaluate
step 86600, training accuracy 0.98, 3.7396 msec to evaluate
step 86700, training accuracy 0.96, 3.77965 msec to evaluate
step 86800, training accuracy 0.98, 3.91269 msec to evaluate
step 86900, training accuracy 0.98, 3.21674 msec to evaluate
test accuracy 0.97
step 87000, training accuracy 0.98, 4.20332 msec to evaluate
step 87100, training accuracy 0.98, 4.44555 msec to evaluate
step 87200, training accuracy 1, 4.67539 msec to evaluate
step 87300, training accuracy 0.98, 4.58455 msec to evaluate
step 87400, training accuracy 1, 3.95823 msec to evaluate
step 87500, training accuracy 0.96, 3.94821 msec to evaluate
step 87600, training accuracy 0.98, 4.29392 msec to evaluate
step 87700, training accuracy 1, 4.1995 msec to evaluate
step 87800, training accuracy 0.98, 4.55475 msec to evaluate
step 87900, training accuracy 0.98, 4.04096 msec to evaluate
test accuracy 0.9648
step 88000, training accuracy 0.98, 4.05979 msec to evaluate
step 88100, training accuracy 0.96, 4.43006 msec to evaluate
step 88200, training accuracy 0.96, 3.85618 msec to evaluate
step 88300, training accuracy 0.96, 3.74532 msec to evaluate
step 88400, training accuracy 1, 4.06814 msec to evaluate
step 88500, training accuracy 0.98, 4.29177 msec to evaluate
step 88600, training accuracy 0.96, 3.71337 msec to evaluate
step 88700, training accuracy 0.98, 4.16946 msec to evaluate
step 88800, training accuracy 0.96, 4.28057 msec to evaluate
step 88900, training accuracy 1, 4.02069 msec to evaluate
test accuracy 0.9736
step 89000, training accuracy 0.98, 4.66561 msec to evaluate
step 89100, training accuracy 0.96, 4.27413 msec to evaluate
step 89200, training accuracy 0.96, 4.00782 msec to evaluate
step 89300, training accuracy 0.94, 4.06599 msec to evaluate
step 89400, training accuracy 0.98, 6.10566 msec to evaluate
step 89500, training accuracy 0.98, 4.31681 msec to evaluate
step 89600, training accuracy 0.96, 3.87645 msec to evaluate
step 89700, training accuracy 1, 4.43411 msec to evaluate
step 89800, training accuracy 1, 3.57723 msec to evaluate
step 89900, training accuracy 1, 4.29106 msec to evaluate
test accuracy 0.9672
step 90000, training accuracy 1, 3.4852 msec to evaluate
step 90100, training accuracy 1, 4.75001 msec to evaluate
step 90200, training accuracy 0.96, 4.00901 msec to evaluate
step 90300, training accuracy 0.96, 3.86071 msec to evaluate
step 90400, training accuracy 0.98, 3.48043 msec to evaluate
step 90500, training accuracy 1, 4.27961 msec to evaluate
step 90600, training accuracy 0.94, 4.16183 msec to evaluate
step 90700, training accuracy 1, 3.80468 msec to evaluate
step 90800, training accuracy 1, 3.70193 msec to evaluate
step 90900, training accuracy 1, 4.65727 msec to evaluate
test accuracy 0.9713
step 91000, training accuracy 1, 3.84426 msec to evaluate
step 91100, training accuracy 0.96, 4.13632 msec to evaluate
step 91200, training accuracy 0.98, 4.33779 msec to evaluate
step 91300, training accuracy 1, 5.28598 msec to evaluate
step 91400, training accuracy 0.96, 3.7806 msec to evaluate
step 91500, training accuracy 0.98, 4.9119 msec to evaluate
step 91600, training accuracy 0.94, 3.6428 msec to evaluate
step 91700, training accuracy 0.98, 4.07648 msec to evaluate
step 91800, training accuracy 0.98, 4.02927 msec to evaluate
step 91900, training accuracy 1, 4.10247 msec to evaluate
test accuracy 0.9683
step 92000, training accuracy 0.98, 4.08769 msec to evaluate
step 92100, training accuracy 0.98, 4.58622 msec to evaluate
step 92200, training accuracy 0.98, 4.48489 msec to evaluate
step 92300, training accuracy 0.98, 3.73197 msec to evaluate
step 92400, training accuracy 1, 4.26817 msec to evaluate
step 92500, training accuracy 0.98, 5.08642 msec to evaluate
step 92600, training accuracy 0.96, 3.721 msec to evaluate
step 92700, training accuracy 0.98, 3.75271 msec to evaluate
step 92800, training accuracy 0.96, 4.65441 msec to evaluate
step 92900, training accuracy 0.98, 4.16279 msec to evaluate
test accuracy 0.9706
step 93000, training accuracy 1, 3.91626 msec to evaluate
step 93100, training accuracy 0.98, 3.81017 msec to evaluate
step 93200, training accuracy 0.98, 4.23837 msec to evaluate
step 93300, training accuracy 1, 4.62127 msec to evaluate
step 93400, training accuracy 1, 3.96037 msec to evaluate
step 93500, training accuracy 1, 5.97835 msec to evaluate
step 93600, training accuracy 0.98, 4.89807 msec to evaluate
step 93700, training accuracy 0.98, 3.97444 msec to evaluate
step 93800, training accuracy 0.96, 4.02856 msec to evaluate
step 93900, training accuracy 0.96, 4.09865 msec to evaluate
test accuracy 0.9691
step 94000, training accuracy 0.98, 3.55554 msec to evaluate
step 94100, training accuracy 0.98, 4.11129 msec to evaluate
step 94200, training accuracy 1, 5.83911 msec to evaluate
step 94300, training accuracy 1, 4.10175 msec to evaluate
step 94400, training accuracy 0.96, 3.83496 msec to evaluate
step 94500, training accuracy 0.96, 3.85714 msec to evaluate
step 94600, training accuracy 0.92, 3.6757 msec to evaluate
step 94700, training accuracy 0.98, 4.35352 msec to evaluate
step 94800, training accuracy 1, 3.94964 msec to evaluate
step 94900, training accuracy 1, 4.38023 msec to evaluate
test accuracy 0.9707
step 95000, training accuracy 1, 3.76272 msec to evaluate
step 95100, training accuracy 0.92, 4.23121 msec to evaluate
step 95200, training accuracy 0.98, 4.13775 msec to evaluate
step 95300, training accuracy 1, 4.12488 msec to evaluate
step 95400, training accuracy 0.94, 3.75319 msec to evaluate
step 95500, training accuracy 0.98, 4.67038 msec to evaluate
step 95600, training accuracy 0.98, 4.25577 msec to evaluate
step 95700, training accuracy 0.98, 3.47471 msec to evaluate
step 95800, training accuracy 0.98, 4.31728 msec to evaluate
step 95900, training accuracy 0.98, 3.94988 msec to evaluate
test accuracy 0.9674
step 96000, training accuracy 0.98, 4.90427 msec to evaluate
step 96100, training accuracy 0.98, 3.89147 msec to evaluate
step 96200, training accuracy 1, 4.59123 msec to evaluate
step 96300, training accuracy 0.96, 3.66521 msec to evaluate
step 96400, training accuracy 0.98, 4.19283 msec to evaluate
step 96500, training accuracy 0.98, 3.60465 msec to evaluate
step 96600, training accuracy 0.96, 4.4632 msec to evaluate
step 96700, training accuracy 1, 3.8662 msec to evaluate
step 96800, training accuracy 0.96, 3.85475 msec to evaluate
step 96900, training accuracy 0.98, 4.26245 msec to evaluate
test accuracy 0.9697
step 97000, training accuracy 1, 4.00162 msec to evaluate
step 97100, training accuracy 1, 4.23861 msec to evaluate
step 97200, training accuracy 0.98, 3.96705 msec to evaluate
step 97300, training accuracy 1, 4.25267 msec to evaluate
step 97400, training accuracy 0.98, 4.41384 msec to evaluate
step 97500, training accuracy 0.98, 5.25522 msec to evaluate
step 97600, training accuracy 0.96, 4.25768 msec to evaluate
step 97700, training accuracy 0.98, 3.96276 msec to evaluate
step 97800, training accuracy 0.94, 3.98207 msec to evaluate
step 97900, training accuracy 0.98, 3.30019 msec to evaluate
test accuracy 0.9705
step 98000, training accuracy 0.94, 3.49164 msec to evaluate
step 98100, training accuracy 1, 4.36163 msec to evaluate
step 98200, training accuracy 0.98, 4.24814 msec to evaluate
step 98300, training accuracy 0.98, 4.33397 msec to evaluate
step 98400, training accuracy 0.92, 3.94011 msec to evaluate
step 98500, training accuracy 1, 4.66037 msec to evaluate
step 98600, training accuracy 0.98, 3.85189 msec to evaluate
step 98700, training accuracy 0.96, 4.02403 msec to evaluate
step 98800, training accuracy 0.96, 4.95219 msec to evaluate
step 98900, training accuracy 1, 3.91698 msec to evaluate
test accuracy 0.9672
step 99000, training accuracy 0.98, 4.25577 msec to evaluate
step 99100, training accuracy 1, 4.75693 msec to evaluate
step 99200, training accuracy 1, 4.27461 msec to evaluate
step 99300, training accuracy 1, 5.41925 msec to evaluate
step 99400, training accuracy 1, 3.59583 msec to evaluate
step 99500, training accuracy 0.94, 3.7508 msec to evaluate
step 99600, training accuracy 0.96, 4.83108 msec to evaluate
step 99700, training accuracy 0.98, 4.19044 msec to evaluate
step 99800, training accuracy 1, 3.99613 msec to evaluate
step 99900, training accuracy 1, 3.69239 msec to evaluate
test accuracy 0.9698
Training finished. Saving variables.
saving W_conv1.txt
saving batch_normalization_gamma.txt
saving batch_normalization_beta.txt
saving W_fc1.txt
saving batch_normalization_1_gamma.txt
saving batch_normalization_1_beta.txt
saving W_fc2.txt
saving batch_normalization_2_gamma.txt
saving batch_normalization_2_beta.txt
