NUM_KERNELS 5
FC1_SIZE 845
FC2_SIZE 100
Extracting /tmp/tensorflow/mnist/input_data/train-images-idx3-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/train-labels-idx1-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/t10k-images-idx3-ubyte.gz
Extracting /tmp/tensorflow/mnist/input_data/t10k-labels-idx1-ubyte.gz
tf.trainable_variables [<tf.Variable 'W_conv1:0' shape=(5, 5, 1, 5) dtype=float32_ref>, <tf.Variable 'batch_normalization/gamma:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/beta:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'W_fc1:0' shape=(845, 100) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/gamma:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/beta:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'W_fc2:0' shape=(100, 10) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/gamma:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/beta:0' shape=(10,) dtype=float32_ref>]
tf.all_variables [<tf.Variable 'W_conv1:0' shape=(5, 5, 1, 5) dtype=float32_ref>, <tf.Variable 'batch_normalization/gamma:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/beta:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/moving_mean:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'batch_normalization/moving_variance:0' shape=(845,) dtype=float32_ref>, <tf.Variable 'W_fc1:0' shape=(845, 100) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/gamma:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/beta:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/moving_mean:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'batch_normalization_1/moving_variance:0' shape=(100,) dtype=float32_ref>, <tf.Variable 'W_fc2:0' shape=(100, 10) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/gamma:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/beta:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/moving_mean:0' shape=(10,) dtype=float32_ref>, <tf.Variable 'batch_normalization_2/moving_variance:0' shape=(10,) dtype=float32_ref>]
step 0, training accuracy 0.04, 39.7215 msec to evaluate
step 82100, training accuracy 1, 3.52287 msec to evaluate
step 82200, training accuracy 0.98, 4.40836 msec to evaluate
step 82300, training accuracy 0.98, 4.31156 msec to evaluate
step 82400, training accuracy 1, 4.15778 msec to evaluate
step 82500, training accuracy 0.96, 5.41615 msec to evaluate
step 82600, training accuracy 1, 4.10986 msec to evaluate
step 82700, training accuracy 0.96, 3.96085 msec to evaluate
step 82800, training accuracy 0.98, 3.50904 msec to evaluate
step 82900, training accuracy 0.96, 3.93891 msec to evaluate
test accuracy 0.9762
step 83000, training accuracy 1, 3.75628 msec to evaluate
step 83100, training accuracy 1, 4.27723 msec to evaluate
step 83200, training accuracy 0.98, 3.81756 msec to evaluate
step 83300, training accuracy 0.98, 4.90665 msec to evaluate
step 83400, training accuracy 0.94, 4.09055 msec to evaluate
step 83500, training accuracy 0.9, 3.83353 msec to evaluate
step 83600, training accuracy 0.96, 3.91793 msec to evaluate
step 83700, training accuracy 1, 3.72744 msec to evaluate
step 83800, training accuracy 0.98, 3.66139 msec to evaluate
step 83900, training accuracy 0.98, 3.98397 msec to evaluate
test accuracy 0.9705
step 84000, training accuracy 0.92, 3.55911 msec to evaluate
step 84100, training accuracy 0.98, 3.92389 msec to evaluate
step 84200, training accuracy 1, 3.56674 msec to evaluate
step 84300, training accuracy 1, 3.47996 msec to evaluate
step 84400, training accuracy 0.94, 3.92365 msec to evaluate
step 84500, training accuracy 1, 4.17376 msec to evaluate
step 84600, training accuracy 1, 3.47733 msec to evaluate
step 84700, training accuracy 0.92, 3.83854 msec to evaluate
step 84800, training accuracy 1, 3.51834 msec to evaluate
step 84900, training accuracy 0.98, 3.98898 msec to evaluate
test accuracy 0.9611
step 85000, training accuracy 0.98, 3.61419 msec to evaluate
step 85100, training accuracy 0.94, 4.36234 msec to evaluate
step 85200, training accuracy 1, 3.94654 msec to evaluate
step 85300, training accuracy 0.98, 3.79896 msec to evaluate
step 85400, training accuracy 0.98, 4.32348 msec to evaluate
step 85500, training accuracy 1, 4.25768 msec to evaluate
step 85600, training accuracy 1, 3.9382 msec to evaluate
step 85700, training accuracy 0.98, 3.71337 msec to evaluate
step 85800, training accuracy 0.96, 3.45016 msec to evaluate
step 85900, training accuracy 1, 3.77202 msec to evaluate
test accuracy 0.9634
step 86000, training accuracy 0.96, 3.99971 msec to evaluate
step 86100, training accuracy 1, 4.12154 msec to evaluate
step 86200, training accuracy 0.96, 3.63612 msec to evaluate
step 86300, training accuracy 0.96, 3.96895 msec to evaluate
step 86400, training accuracy 1, 3.48926 msec to evaluate
step 86500, training accuracy 0.96, 4.03261 msec to evaluate
step 86600, training accuracy 0.98, 4.11248 msec to evaluate
step 86700, training accuracy 0.96, 4.18043 msec to evaluate
step 86800, training accuracy 0.98, 3.50642 msec to evaluate
step 86900, training accuracy 0.94, 4.07863 msec to evaluate
test accuracy 0.9704
step 87000, training accuracy 0.98, 3.26586 msec to evaluate
step 87100, training accuracy 1, 4.01402 msec to evaluate
step 87200, training accuracy 0.98, 4.13132 msec to evaluate
step 87300, training accuracy 1, 3.8681 msec to evaluate
step 87400, training accuracy 1, 4.11272 msec to evaluate
step 87500, training accuracy 1, 3.86262 msec to evaluate
step 87600, training accuracy 1, 4.44341 msec to evaluate
step 87700, training accuracy 0.96, 4.44746 msec to evaluate
step 87800, training accuracy 1, 3.71146 msec to evaluate
step 87900, training accuracy 0.98, 4.06933 msec to evaluate
test accuracy 0.9745
step 88000, training accuracy 1, 4.61745 msec to evaluate
step 88100, training accuracy 1, 3.33333 msec to evaluate
step 88200, training accuracy 1, 3.75772 msec to evaluate
step 88300, training accuracy 1, 3.45564 msec to evaluate
step 88400, training accuracy 1, 3.74293 msec to evaluate
step 88500, training accuracy 0.98, 3.81947 msec to evaluate
step 88600, training accuracy 1, 4.45676 msec to evaluate
step 88700, training accuracy 1, 4.12583 msec to evaluate
step 88800, training accuracy 0.96, 3.73983 msec to evaluate
step 88900, training accuracy 1, 3.87073 msec to evaluate
test accuracy 0.9731
step 89000, training accuracy 0.98, 3.73483 msec to evaluate
step 89100, training accuracy 0.98, 3.87883 msec to evaluate
step 89200, training accuracy 0.96, 3.7384 msec to evaluate
step 89300, training accuracy 1, 3.6788 msec to evaluate
step 89400, training accuracy 0.98, 3.67975 msec to evaluate
step 89500, training accuracy 0.94, 3.90434 msec to evaluate
step 89600, training accuracy 1, 8.06475 msec to evaluate
step 89700, training accuracy 0.98, 6.68812 msec to evaluate
step 89800, training accuracy 0.96, 4.70686 msec to evaluate
step 89900, training accuracy 0.98, 4.49491 msec to evaluate
test accuracy 0.975
step 90000, training accuracy 1, 3.92246 msec to evaluate
step 90100, training accuracy 0.96, 4.53448 msec to evaluate
step 90200, training accuracy 0.98, 4.37021 msec to evaluate
step 90300, training accuracy 1, 4.26888 msec to evaluate
step 90400, training accuracy 1, 3.58129 msec to evaluate
step 90500, training accuracy 0.98, 3.75748 msec to evaluate
step 90600, training accuracy 1, 4.49038 msec to evaluate
step 90700, training accuracy 0.98, 3.93224 msec to evaluate
step 90800, training accuracy 0.98, 3.97921 msec to evaluate
step 90900, training accuracy 1, 3.64685 msec to evaluate
test accuracy 0.9721
step 91000, training accuracy 1, 3.85547 msec to evaluate
step 91100, training accuracy 0.98, 4.40097 msec to evaluate
step 91200, training accuracy 0.98, 4.2336 msec to evaluate
step 91300, training accuracy 0.96, 3.26085 msec to evaluate
step 91400, training accuracy 0.98, 3.86405 msec to evaluate
step 91500, training accuracy 0.98, 3.75342 msec to evaluate
step 91600, training accuracy 1, 4.4291 msec to evaluate
step 91700, training accuracy 0.94, 4.03476 msec to evaluate
step 91800, training accuracy 0.98, 4.41623 msec to evaluate
step 91900, training accuracy 0.96, 3.73125 msec to evaluate
test accuracy 0.9718
step 92000, training accuracy 0.98, 4.4663 msec to evaluate
step 92100, training accuracy 0.98, 4.56762 msec to evaluate
step 92200, training accuracy 0.92, 4.07171 msec to evaluate
step 92300, training accuracy 0.92, 4.71473 msec to evaluate
step 92400, training accuracy 1, 3.24655 msec to evaluate
step 92500, training accuracy 0.94, 3.59297 msec to evaluate
step 92600, training accuracy 1, 3.9053 msec to evaluate
step 92700, training accuracy 0.98, 3.87144 msec to evaluate
step 92800, training accuracy 0.98, 3.93176 msec to evaluate
step 92900, training accuracy 0.96, 3.7539 msec to evaluate
test accuracy 0.968
step 93000, training accuracy 1, 4.93383 msec to evaluate
step 93100, training accuracy 1, 4.43864 msec to evaluate
step 93200, training accuracy 1, 4.14157 msec to evaluate
step 93300, training accuracy 0.96, 3.66735 msec to evaluate
step 93400, training accuracy 0.98, 3.52287 msec to evaluate
step 93500, training accuracy 0.98, 3.20768 msec to evaluate
step 93600, training accuracy 0.98, 4.54044 msec to evaluate
step 93700, training accuracy 0.98, 4.0195 msec to evaluate
step 93800, training accuracy 0.98, 3.88694 msec to evaluate
step 93900, training accuracy 0.98, 3.65114 msec to evaluate
test accuracy 0.9689
step 94000, training accuracy 0.98, 3.80063 msec to evaluate
step 94100, training accuracy 0.98, 4.40645 msec to evaluate
step 94200, training accuracy 0.98, 3.32379 msec to evaluate
step 94300, training accuracy 1, 3.57056 msec to evaluate
step 94400, training accuracy 1, 4.37355 msec to evaluate
step 94500, training accuracy 0.98, 4.60792 msec to evaluate
step 94600, training accuracy 1, 3.00169 msec to evaluate
step 94700, training accuracy 0.98, 4.19831 msec to evaluate
step 94800, training accuracy 1, 4.37856 msec to evaluate
step 94900, training accuracy 0.96, 4.11844 msec to evaluate
test accuracy 0.971
step 95000, training accuracy 1, 3.38411 msec to evaluate
step 95100, training accuracy 1, 4.10151 msec to evaluate
step 95200, training accuracy 0.98, 3.74913 msec to evaluate
step 95300, training accuracy 0.98, 3.46923 msec to evaluate
step 95400, training accuracy 0.98, 4.50063 msec to evaluate
step 95500, training accuracy 0.98, 3.88956 msec to evaluate
step 95600, training accuracy 0.98, 3.83186 msec to evaluate
step 95700, training accuracy 0.96, 4.85206 msec to evaluate
step 95800, training accuracy 0.96, 3.90124 msec to evaluate
step 95900, training accuracy 1, 3.73387 msec to evaluate
test accuracy 0.9756
step 96000, training accuracy 1, 3.49498 msec to evaluate
step 96100, training accuracy 0.96, 3.90673 msec to evaluate
step 96200, training accuracy 0.96, 4.00591 msec to evaluate
step 96300, training accuracy 0.98, 3.83878 msec to evaluate
step 96400, training accuracy 0.98, 4.02784 msec to evaluate
step 96500, training accuracy 1, 4.11153 msec to evaluate
step 96600, training accuracy 0.94, 3.86834 msec to evaluate
step 96700, training accuracy 1, 3.93748 msec to evaluate
step 96800, training accuracy 0.96, 3.48592 msec to evaluate
step 96900, training accuracy 1, 4.54855 msec to evaluate
test accuracy 0.9681
step 97000, training accuracy 0.96, 3.58081 msec to evaluate
step 97100, training accuracy 0.96, 7.77435 msec to evaluate
step 97200, training accuracy 0.98, 4.16327 msec to evaluate
step 97300, training accuracy 1, 4.06122 msec to evaluate
step 97400, training accuracy 1, 4.36354 msec to evaluate
step 97500, training accuracy 1, 4.43316 msec to evaluate
step 97600, training accuracy 1, 3.77154 msec to evaluate
step 97700, training accuracy 0.94, 4.16803 msec to evaluate
step 97800, training accuracy 1, 4.32992 msec to evaluate
step 97900, training accuracy 1, 3.3288 msec to evaluate
test accuracy 0.9755
step 98000, training accuracy 0.98, 4.32324 msec to evaluate
step 98100, training accuracy 1, 5.35631 msec to evaluate
step 98200, training accuracy 0.96, 4.16422 msec to evaluate
step 98300, training accuracy 1, 3.64637 msec to evaluate
step 98400, training accuracy 0.98, 3.76081 msec to evaluate
step 98500, training accuracy 0.96, 3.50571 msec to evaluate
step 98600, training accuracy 0.94, 3.73745 msec to evaluate
step 98700, training accuracy 1, 3.649 msec to evaluate
step 98800, training accuracy 1, 3.98946 msec to evaluate
step 98900, training accuracy 0.98, 4.04263 msec to evaluate
test accuracy 0.9743
step 99000, training accuracy 0.98, 4.31585 msec to evaluate
step 99100, training accuracy 0.96, 4.05216 msec to evaluate
step 99200, training accuracy 0.96, 4.18186 msec to evaluate
step 99300, training accuracy 1, 3.46065 msec to evaluate
step 99400, training accuracy 1, 4.28534 msec to evaluate
step 99500, training accuracy 1, 4.13632 msec to evaluate
step 99600, training accuracy 0.96, 3.72815 msec to evaluate
step 99700, training accuracy 1, 3.76034 msec to evaluate
step 99800, training accuracy 0.98, 3.69143 msec to evaluate
step 99900, training accuracy 0.96, 3.82638 msec to evaluate
test accuracy 0.9731
Training finished. Saving variables.
saving W_conv1.txt
saving batch_normalization_gamma.txt
saving batch_normalization_beta.txt
saving W_fc1.txt
saving batch_normalization_1_gamma.txt
saving batch_normalization_1_beta.txt
saving W_fc2.txt
saving batch_normalization_2_gamma.txt
saving batch_normalization_2_beta.txt
